,x,y,label
0,3.090845048287692,-4.438343324985697,1
1,-5.249288966578204,9.73983792069499,0
2,-5.334173375584023,8.573557181978865,0
3,-6.4873272390704395,10.388918497200985,0
4,5.125389227753827,6.2751759884859135,2
5,1.4484452769155622,6.300640172166855,2
6,1.961595347479629,-5.13544899400652,1
7,-2.95721279217177,10.655017514005928,0
8,3.383169698547155,6.547494018440766,2
9,2.673922042443894,6.158660332732634,2
10,-2.015866212134661,9.022148272261656,0
11,-5.529177721778129,8.842148043381592,0
12,3.893550364340971,5.390285578329221,2
13,2.135300449905563,7.677929997391445,2
14,-4.282528395138617,10.428080429957063,0
15,0.23605305144889743,-4.597205644819983,1
16,2.955676962946982,7.962247141384766,2
17,2.3806626028270594,-3.5719586361570363,1
18,1.7932385239147557,5.980384412737538,2
19,-4.003004103004122,9.484641501136508,0
20,2.1066369996020415,8.380091033991363,2
21,-4.864912105387557,9.81478354219078,0
22,-3.554305144334137,7.614891309898481,0
23,2.138125163973202,-4.2004619132955066,1
24,-3.9369341846035666,11.154715217522062,0
25,-4.913958363870147,10.821004104728305,0
26,-5.199954031360114,10.705932246051265,0
27,2.9758582323159617,6.973716771771001,2
28,-4.157299851290185,10.450184874450851,0
29,1.9459077441676418,-3.2071162521387153,1
30,2.4985947574657246,7.41394815921978,2
31,1.5550530854598272,9.850645714583798,2
32,-4.553325041464354,9.706260517138505,0
33,1.8876418910424948,7.744071449228908,2
34,3.6286611979663626,-4.722500039978543,1
35,0.5419173377698057,6.590191183971704,2
36,-6.3505948432809225,9.762673197281849,0
37,1.9859628268658214,-4.631581613516685,1
38,1.5068189931294862,-1.9120449814365954,1
39,-2.656090774352118,9.476147002246188,0
40,-6.035672315489199,8.92390774879628,0
41,3.3478861722435544,5.298099419329603,2
42,2.090987328090362,5.739811846689898,2
43,2.0641153566039003,-4.327201435994553,1
44,3.4223172523439387,7.71830243484389,2
45,3.093812712398017,6.159428573209921,2
46,-5.327483110730522,10.305263876413965,0
47,-4.242764842375183,11.406713626245757,0
48,4.189552632788354,8.358565332366714,2
49,5.26547709959938,7.0170926896253025,2
50,-4.158976291428727,11.225454502441242,0
51,1.294279641627182,-2.9420575500828132,1
52,2.8851659055274586,5.491146725928451,2
53,-4.902150420073816,9.791884802229518,0
54,2.809025898130456,8.50895929214268,2
55,1.3382812911118984,-3.927506120667231,1
56,4.469978027190807,-2.1831811109911046,1
57,2.0219967144920563,-4.572003890234392,1
58,-5.0671153560310485,9.403161173482678,0
59,-2.135593705929561,9.212420431117158,0
60,1.2889570277714861,7.240354826609622,2
61,1.8941624906716177,8.717739946066013,2
62,-2.8673423721579456,9.22884989675621,0
63,-5.4167461987858365,9.003233661660094,0
64,2.4962615357883786,-2.9922286830686664,1
65,1.5589905985075743,-3.6687767300861585,1
66,2.297432553856785,-4.976542560228932,1
67,4.10738126485929,6.963618704482954,2
68,-5.3515984642031595,12.519557758753125,0
69,1.2974205927124862,8.103583227864993,2
70,2.193218513356471,6.555772689675311,2
71,4.733856811278308,4.339118861938369,2
72,1.8889521455034564,-6.211486130838352,1
73,2.2004306595612513,-4.491829512730511,1
74,1.198065184650864,-4.579279763368472,1
75,2.6455242474405143,-4.147369819304661,1
76,-5.027857728863922,9.144785700740913,0
77,1.8762231332428165,7.7266436062369195,2
78,-3.7179593357330516,9.267211456356407,0
79,0.7270283061788649,-4.218263323372635,1
80,-5.019750679766774,10.191324990880613,0
81,1.014330397366993,8.360787525467018,2
82,3.7715012051382004,-4.694927742905813,1
83,-3.6224931650828696,9.780240990333033,0
84,4.261290511418847,-4.0692306926426145,1
85,-4.938463205072447,9.036453623737112,0
86,2.589292461529374,-4.222316965125956,1
87,2.7837734790641635,-4.3511278268682,1
88,4.070936357268435,6.914435684743872,2
89,4.19021895059937,7.760509800100502,2
90,3.8155469436298297,-4.325500750849747,1
91,1.9075854932157827,-3.1709291837072993,1
92,2.9196242251088553,-3.314610958141605,1
93,-4.985409073580798,6.6608031581756,0
94,2.852580705655236,-3.40994871273088,1
95,-3.3615160862646234,9.482441506885893,0
96,2.455756465711984,-4.055076328133106,1
97,2.5686331849664046,-2.244967856671134,1
98,2.899246264481708,-2.7721565770967214,1
99,3.867889092943939,7.349124110997205,2
